Date,Price,Open,High,Low,Vol.,Change %
2020-07-13,0.029005342744254023,0.024900596339530665,0.027030905783409047,0.02585445028213726,1.6757438087388888e-05,
2020-07-14,0.03032375620016073,0.029212716741112518,0.03133419150031245,0.030139937590021412,0.0,1.847516130511928
2020-09-22,0.03393647371387458,0.03033322415402201,0.11664575020060955,0.0204149815594748,0.1979958235313967,4.970730009932134
2020-09-23,0.017668875951584458,0.0352137355051904,0.03269922697366787,0.018234178754915627,0.11895578857783984,-21.322659810660028
2020-09-24,0.024199626038793623,0.013299827047622538,0.02479698179042599,0.011471987941654958,0.06605041297489031,10.880061446863376
2020-09-25,0.026323398387969404,0.024901471909671236,0.02762700516299272,0.0221779093841267,0.038383721873987114,3.190970486613809
2020-09-26,0.02380156119214813,0.026354522251763005,0.02569847867148222,0.02425484432016603,0.01876257761213756,-3.671894328938463
2020-09-27,0.025059157834042556,0.02375400249560769,0.024025056977515884,0.02060792481064648,0.015971375208578963,1.9009096595985489
2020-09-28,0.018927153663959202,0.025221805499671124,0.02329830880782576,0.021628111067672193,0.014171524781101738,-9.09587512004595
2020-09-29,0.018025687386279687,0.018953890720045587,0.018348037178935205,0.0180517745126317,0.011479260881603292,-1.4709839783146328
2020-09-30,0.020643208034885896,0.018041428501092596,0.01987580775681462,0.01872986177348762,0.011634553255502661,4.334953348131609
2020-10-01,0.018144311794733053,0.020678944570171665,0.021258194767700286,0.01940556737856864,0.016424972385079784,-3.966547954139399
2020-10-02,0.01488056645549208,0.01813339811069927,0.017333295250003863,0.01382369457727916,0.02093628185809084,-5.3945871025643966
2020-10-03,0.016257920306740795,0.014871138424930867,0.0167812892660922,0.016670625380362764,0.008221980676695955,2.4064203263709727
2020-10-04,0.015375433656425866,0.0162881479373872,0.015397172974482384,0.01629759763419862,0.008896993484722436,-1.5055906830801713
2020-10-05,0.015621887349364968,0.015378833601558624,0.015005043887709138,0.01676049828994839,0.006168902082253327,0.426896431344459
2020-10-06,0.009203798829057065,0.015698242978632364,0.014267985289550492,0.011154513955194567,0.01033984099904554,-11.069878528800526
2020-10-07,0.007879846463223754,0.00923225825058039,0.008253034672326479,0.006742747907783231,0.010769768285657183,-2.5677966450090017
2020-10-08,0.01454714423203652,0.007911168836817355,0.013488755081279329,0.00845589767006931,0.010454242145091011,13.2719762180308
2020-10-09,0.01937170504573532,0.014664576835934778,0.018327729550204813,0.015732446013849585,0.008961457011676497,8.478539556061392
2020-10-10,0.016331448119819278,0.019479350936866743,0.017942243511647353,0.018748769352667033,0.009989828885228043,-4.9252663622183945
2020-10-11,0.017339633971944275,0.016280163571581525,0.016676286035404275,0.018054476635850324,0.007869754214130659,1.717888281900937
2020-10-12,0.022001471063589573,0.017301265977658867,0.02390636958955044,0.019289907764790143,0.009925038222953077,7.809335410709672
2020-10-13,0.023055413732473426,0.0219740656854005,0.021916450369538792,0.023611374826582723,0.00965354408422511,1.6376368476875625
2020-10-14,0.018129237898082087,0.023005021730043942,0.02115084885105021,0.018844108417173364,0.00687295089904633,-7.531057525654927
2020-10-15,0.01779835578953013,0.018181839376174763,0.017429763012060888,0.018748711085859085,0.004807386181683156,-0.5470454993038221
2020-10-16,0.0165322179678367,0.01781660849507788,0.016634000227508078,0.016774063531173986,0.006725966112876131,-2.1048127086850554
2020-10-17,0.0187989873190827,0.016514871961009182,0.017189836731363414,0.018143908902700845,0.004198988021523403,3.849270803178051
2020-10-18,0.01763379387214966,0.018755949327552493,0.017878990990669287,0.019782196741799124,0.002552187441575569,-1.9053103020124973
2020-10-19,0.01667549990755684,0.01766940847692161,0.016709899337329172,0.018467311536870028,0.004016641006778028,-1.5974266937658022
2020-10-20,0.013059401365387163,0.016732930619827273,0.015624269949882953,0.014137231912527505,0.013499493302953578,-6.125703692837792
2020-10-21,0.015446105143306313,0.013045001391869884,0.015992326143858496,0.015358485998758269,0.016131250226007296,4.306927436733843
2020-10-22,0.020524792117395885,0.015541161526032514,0.021323228774103614,0.017921803114150765,0.016614078592852653,8.78632629488294
2020-10-23,0.019762319815290065,0.020775854897000123,0.021170640958357183,0.02078602459249318,0.013386512721421358,-1.2125667150420183
2020-10-24,0.01870703585454192,0.01977289624994681,0.019333629307886242,0.020974022448340207,0.011461474616676843,-1.6988272021788542
2020-10-25,0.018175210155503087,0.018717723047050314,0.018037804217022654,0.020109721752630705,0.010662124958121053,-0.8709445169931218
2020-10-26,0.018288351251620066,0.018185953166041567,0.02106358216756319,0.019258684039080542,0.006350135050034026,0.1869134628554869
2020-10-27,0.017723875867718966,0.01829908238737868,0.019293242445992786,0.019166753582839216,0.012093645755587402,-0.930795365172421
2020-10-28,0.016912991963920827,0.01773466624827154,0.016940709372095936,0.017507471484501873,0.013354305699271117,-1.3496750133314528
2020-10-29,0.012667504376407755,0.016923867451195812,0.015963469995321923,0.014427502583026774,0.004483610870409405,-7.163076400652835
2020-10-30,0.01178757869009276,0.012678825450938742,0.012032762704627407,0.012086626290330069,0.019539183118781604,-1.5991796805088776
2020-10-31,0.010817348617847555,0.011798992117660702,0.010997673993439844,0.01216313425084243,0.0140534708530592,-1.791955744664897
2020-11-01,0.011317198752805666,0.01082886387639407,0.010630090904568082,0.011717859304497188,0.01096131495041436,0.9400377614857458
2020-11-02,0.010460957639928437,0.011328661549333284,0.012516272857893633,0.0126100770845652,0.013769744190010294,-1.5952843324952393
