"Date","Price","Open","High","Low","Vol.","Change %"
"03/06/2025","2.6865","2.6332","2.7262","2.5892","72.70M","2.02%"
"03/05/2025","2.6332","2.5251","2.6900","2.4428","73.58M","4.19%"
"03/04/2025","2.5273","2.6181","2.6526","2.2649","146.36M","-3.49%"
"03/03/2025","2.6186","3.1986","3.2022","2.5845","92.39M","-17.99%"
"03/02/2025","3.1929","2.8201","3.2502","2.7921","101.36M","13.22%"
"03/01/2025","2.8201","2.8306","2.9241","2.7830","45.30M","-0.32%"
"02/28/2025","2.8292","2.7919","2.8574","2.5243","110.19M","1.49%"
"02/27/2025","2.7876","2.8847","2.9775","2.7588","65.38M","-3.29%"
"02/26/2025","2.8824","2.9576","3.0951","2.7463","113.39M","-2.49%"
"02/25/2025","2.9560","2.8455","3.0144","2.6356","197.74M","4.44%"
"02/24/2025","2.8304","3.3809","3.4487","2.8182","114.90M","-16.22%"
"02/23/2025","3.3782","3.4216","3.4813","3.2874","31.63M","-1.31%"
"02/22/2025","3.4229","3.2598","3.4535","3.2529","34.08M","4.76%"
"02/21/2025","3.2673","3.4541","3.5689","3.2265","80.22M","-5.27%"
"02/20/2025","3.4489","3.2200","3.4795","3.1898","56.27M","7.15%"
"02/19/2025","3.2187","3.0586","3.2587","3.0153","69.38M","5.03%"
"02/18/2025","3.0646","3.2198","3.2327","2.9280","73.87M","-4.71%"
"02/17/2025","3.2161","3.2691","3.3492","3.1475","48.97M","-1.62%"
"02/16/2025","3.2689","3.4177","3.4504","3.2630","33.62M","-4.37%"
"02/15/2025","3.4184","3.5528","3.5964","3.3766","32.76M","-3.91%"
"02/14/2025","3.5574","3.4731","3.7299","3.4327","62.32M","2.60%"
"02/13/2025","3.4674","3.5817","3.6549","3.4119","68.96M","-3.17%"
"02/12/2025","3.5809","3.3169","3.6680","3.0902","119.31M","7.69%"
"02/11/2025","3.3252","3.2125","3.5754","3.2051","98.99M","3.38%"
"02/10/2025","3.2166","3.0048","3.3013","2.9034","89.13M","7.39%"
"02/09/2025","2.9952","3.0640","3.1829","2.8705","64.79M","-2.22%"
"02/08/2025","3.0632","3.0037","3.0836","2.8896","60.45M","1.72%"
"02/07/2025","3.0114","3.1410","3.3811","2.9085","105.26M","-3.95%"
"02/06/2025","3.1352","3.3265","3.5089","3.1067","97.13M","-5.80%"
"02/05/2025","3.3282","3.5930","3.7124","3.3039","86.61M","-7.42%"
"02/04/2025","3.5948","3.6577","3.8889","3.2774","160.60M","-1.49%"
"02/03/2025","3.6491","3.3015","3.8188","2.4062","321.36M","10.35%"
"02/02/2025","3.3067","3.7363","3.8580","3.1082","107.37M","-11.43%"
"02/01/2025","3.7335","4.0930","4.1182","3.7245","39.60M","-8.66%"
"01/31/2025","4.0874","4.1246","4.2494","4.0145","62.08M","-0.74%"
"01/30/2025","4.1179","3.7099","4.2129","3.6722","73.93M","11.36%"
"01/29/2025","3.6977","3.6510","3.8927","3.6043","60.47M","1.18%"
"01/28/2025","3.6545","3.9583","4.0036","3.6087","52.31M","-7.78%"
"01/27/2025","3.9626","3.8733","4.0153","3.5002","140.51M","2.37%"
"01/26/2025","3.8709","4.1326","4.2181","3.8694","34.76M","-6.26%"
"01/25/2025","4.1292","4.1874","4.2564","4.1060","33.98M","-1.75%"
"01/24/2025","4.2028","4.3035","4.4827","4.1663","50.01M","-2.32%"
"01/23/2025","4.3027","4.4699","4.4758","4.1600","56.82M","-3.69%"
"01/22/2025","4.4677","4.6613","4.7018","4.4548","35.32M","-4.10%"
"01/21/2025","4.6586","4.4101","4.7970","4.2329","76.15M","5.75%"
"01/20/2025","4.4055","4.5070","4.8450","4.3162","147.40M","-2.29%"
"01/19/2025","4.5086","5.0046","5.0265","4.4313","134.76M","-9.82%"
"01/18/2025","4.9996","4.8474","5.1328","4.6132","87.48M","3.40%"
"01/17/2025","4.8352","4.7605","4.9628","4.7159","71.40M","1.78%"
"01/16/2025","4.7508","4.8403","5.0494","4.5811","81.17M","-1.82%"
"01/15/2025","4.8387","4.5905","4.8884","4.4362","91.47M","5.55%"
"01/14/2025","4.5842","4.7341","4.7608","4.5446","64.78M","-3.46%"
"01/13/2025","4.7484","4.7255","4.8530","4.2887","125.93M","0.39%"
"01/12/2025","4.7299","4.9700","4.9804","4.6933","35.48M","-4.76%"
"01/11/2025","4.9665","5.1289","5.1403","4.9060","39.49M","-3.05%"
"01/10/2025","5.1227","4.7565","5.2498","4.7363","111.35M","7.81%"
"01/09/2025","4.7516","4.8901","4.8901","4.5003","83.28M","-2.96%"
"01/08/2025","4.8967","4.7914","4.9128","4.4024","94.04M","2.20%"
"01/07/2025","4.7914","5.0824","5.1713","4.7563","61.43M","-5.89%"
"01/06/2025","5.0912","5.2607","5.3658","5.0234","50.47M","-2.90%"
"01/05/2025","5.2431","5.2839","5.3175","5.1243","46.97M","-0.97%"
"01/04/2025","5.2944","4.9836","5.3528","4.8431","97.87M","6.32%"
"01/03/2025","4.9798","4.3587","4.9867","4.2785","60.56M","14.43%"
"01/02/2025","4.3518","4.2903","4.4618","4.2586","33.03M","1.56%"
"01/01/2025","4.2850","4.1293","4.3170","4.0483","27.32M","3.93%"
"12/31/2024","4.1229","4.1802","4.3442","4.0513","46.34M","-1.39%"
"12/30/2024","4.1810","4.0921","4.3701","3.9517","58.25M","1.94%"
"12/29/2024","4.1016","4.2097","4.2741","4.0549","26.87M","-2.70%"
"12/28/2024","4.2155","4.0928","4.2608","3.9829","39.05M","3.32%"
"12/27/2024","4.0801","4.2058","4.4127","4.0584","53.51M","-2.91%"
