MAE,RMSE,MAPE,R2_Score,Explained_Variance,Scaler_Min,Scaler_Max
0.043048418547845954,0.06565933981518317,6.834221098733619,0.9112771280919587,0.9116020856746702,0.0239610001444816,2.9682390689849854
