Date,Predicted_Price
2025-04-29,0.6773985754007081
2025-04-30,0.6842591095051258
2025-05-01,0.6896113720427561
2025-05-02,0.6937192600836505
2025-05-03,0.6968150381479837
2025-05-04,0.6990996014450269
2025-05-05,0.7007412474246083
2025-05-06,0.7018798876006753
2025-05-07,0.7026301625458039
2025-05-08,0.7030849078710046
2025-05-09,0.7033183130933942
2025-05-10,0.7033899579671089
2025-05-11,0.703345821566033
2025-05-12,0.7032221869952259
2025-05-13,0.7030466504736506
2025-05-14,0.7028412363286829
2025-05-15,0.7026209491817622
2025-05-16,0.7023977664061427
2025-05-17,0.7021799361562998
2025-05-18,0.7019728109580101
2025-05-19,0.7017802516495387
2025-05-20,0.7016041447768561
2025-05-21,0.7014455432958526
2025-05-22,0.7013044910796905
2025-05-23,0.7011805493967487
2025-05-24,0.7010727091642988
2025-05-25,0.7009800929190987
2025-05-26,0.7009008579883401
2025-05-27,0.7008343901477536
2025-05-28,0.7007786712318824
2025-05-29,0.7007329115238087
2025-05-30,0.7006957948286693
2025-05-31,0.7006659172052769
2025-06-01,0.7006420940782548
2025-06-02,0.7006237989696578
2025-06-03,0.7006098034309468
2025-06-04,0.7005995809841767
2025-06-05,0.7005923419124297
2025-06-06,0.7005874281182741
2025-06-07,0.7005846202358995
2025-06-08,0.7005832601678743
2025-06-09,0.7005832162947122
2025-06-10,0.700583962138468
2025-06-11,0.7005854099528174
2025-06-12,0.700586945513491
2025-06-13,0.7005889198057856
2025-06-14,0.7005910695907287
2025-06-15,0.7005932632488339
2025-06-16,0.700595456906939
2025-06-17,0.7005976505650442
2025-06-18,0.7005996248573388
2025-06-19,0.7006015114033093
2025-06-20,0.7006031785834692
2025-06-21,0.7006046702709807
2025-06-22,0.7006058548463575
2025-06-23,0.7006069955485722
2025-06-24,0.7006079607581385
2025-06-25,0.7006087504750563
2025-06-26,0.7006094963188121
2025-06-27,0.7006099350504331
2025-06-28,0.7006106370210268
2025-06-29,0.7006109002599994
2025-06-30,0.7006111196258099
2025-07-01,0.7006114706111067
2025-07-02,0.7006116899769173
2025-07-03,0.7006117777232415
2025-07-04,0.7006118654695657
2025-07-05,0.7006119532158899
2025-07-06,0.7006119532158899
2025-07-07,0.7006120409622141
2025-07-08,0.7006119532158899
2025-07-09,0.700611997089052
2025-07-10,0.700611997089052
2025-07-11,0.7006119093427278
2025-07-12,0.7006118654695657
2025-07-13,0.7006118215964036
